accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
1,https://www.newmoonleadenhall.com/,node/295975604,The New Moon,,EC3V,EC,88,Gracechurch Street,London,0.9,"openai:The URL matches the pub name and location (Leadenhall Market near Gracechurch Street, EC3V), and the page snippet describes it as a historic City pub at the correct area. It is a direct website rather than an aggregator or map site.;loc_ok=near_coords",,
1,https://www.urbanpubsandbars.com/city-by-urban/venues/harrild-sons,way/996506223,Harrild and Sons,,EC4A,EC,26,Farringdon Street,London,0.9,"openai:The URL explicitly matches the pub name and address (26 Farringdon Street, London EC4A), indicating it is the official or operator site. It has the highest page evidence score and mentions the exact address.;loc_ok=district+address",,
0,https://www.mcmullens.co.uk/local-pub/old-bank-of-england/,way/99275253,The Old Bank of England,Fuller's,EC4A,EC,194,Fleet Street,London,0.9,"openai:The McMullen's site explicitly mentions the address 194 Fleet Street, London EC4A 2LT matching the pub's location and name, indicating it is the correct pub's website or operator site.;loc_ok=district+address",,
1,https://ye-olde-cheshire-cheese.co.uk/,way/60186067,Ye Olde Cheshire Cheese,Samuel Smith's,EC4A,EC,145,Fleet Street,London,0.95,"openai:The URL matches the pub name exactly and the page snippet includes the exact address 145 Fleet Street, EC4A, matching the pub's location and operator details.;loc_ok=district+address",,
1,https://www.magpieandstump.com/,way/996071727,Magpie & Stump,,EC4M,EC,18,Old Bailey,London,0.95,"openai:The URL is the official website with the exact pub name and mentions location opposite Old Bailey matching the address 18 Old Bailey, London EC4M.;loc_ok=district+address",,
1,https://www.thepaternoster.com/,node/316763478,The Paternoster,,EC4M,EC,2-4,Queens Head Passage,London,0.9,"openai:The URL https://www.thepaternoster.com/ is the official pub website with the exact address 2-4 Queens Head Passage mentioned, matching the given pub location in London EC4M. It has a high page evidence score and is clearly the pub's own site rather than an aggregator or social network.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/city-by-urban/venues/the-wren-tavern,node/12431593816,The Wren Tavern,,EC4M,EC,67-69,Watling Street,London,0.85,"openai:The URL is from Urban Pubs & Bars, a known operator site, and the page mentions the Wren Tavern with details matching the Watling Street location. It is not a social network or aggregator, and the site appears to be the operator's official venue page.;loc_ok=district+address",,
1,https://www.davywine.co.uk/venue/the-olde-wine-shades/,way/809354345,The Olde Wine Shades,El Vino Co Ltd,EC4R,EC,6,Martin Lane,London,0.9,"openai:The URL matches the pub name and address exactly (6 Martin Lane, London EC4R), and the page mentions the full address and phone number, indicating it is the official venue page by the operator El Vino Co Ltd.;loc_ok=district+address",,
0,https://www.citypubs.co.uk/pubs/thecockpit.html,way/165589488,The Cockpit,,EC4V,EC,7,St Andrew's Hill,London,0.9,"openai:The CityPubs page explicitly lists the address 7 St Andrew's Hill, London EC4V 5BY matching the pub's address and name, indicating it is the correct website for this pub.;loc_ok=district+address",,
0,https://www.citypubs.co.uk/pubs/therisingsun.html,way/440123089,The Rising Sun,,EC4V,EC,61,Carter Lane,London,0.9,"openai:The URL explicitly mentions the pub name and address (61 Carter Lane, London, EC4V), matching the given pub details closely and appears to be an operator or brand site rather than an aggregator or social network.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/venues/punch-tavern,way/220287079,The Punch Tavern,,EC4Y,EC,99,Fleet Street,London,0.9,"openai:The Urban Pubs & Bars page explicitly lists the exact address 99 Fleet Street, London EC4Y matching the pub's address, indicating it is the correct venue website or operator site. Other candidates are either map aggregators or blogs without official or operator status.;loc_ok=district+address",,
0,https://pubwiki.co.uk/LondonPubs///Islington/DuchessKentPrebend.shtml,way/71336800,Duchess of Kent,,N1,N,72,Prebend Street,London,0.9,"openai:This page specifically mentions the exact address 72 Prebend Street and confirms the pub is closed, matching the given pub details and location precisely. It is not an aggregator or social network, and the address match is strong evidence.;loc_ok=district+address",,
1,https://godetlondon.com/,way/197691952,Godet,,N1,N,382,Essex Road,London,0.95,"openai:The URL godetlondon.com is the top-ranked candidate and explicitly mentions 'Godet' on Essex Road, London, matching the pub's address and name. It appears to be the official site rather than an aggregator or social network.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/lincoln-arms-london-n1-6410/,bd9b78f1-f8da-4f4a-ae36-9d677fec2cf4,Lincoln Arms,Independent,N1,N,,,,0.9,"openai:The URL clearly identifies the Lincoln Arms in London N1, matches the district and coordinates closely, and the snippet mentions York Way near Kings Cross, consistent with the pub's location. It is not an aggregator or social network.;loc_ok=near_coords",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=573,db09097e-0523-4566-b49c-0a2eee486688,Pocket,Independent,N1,N,,,,0.9,"openai:The URL is a dedicated pub guide page that explicitly mentions the exact address 25 Canonbury Lane London N1 2AS matching the pub's district N1 and close coordinates, indicating it is the correct venue's page rather than a general review or blog.;loc_ok=near_coords",,
0,https://www.hot-dinners.com/London-restaurants/Shoreditch-Clerkenwell/the-3-crowns-old-street-gastropub,way/156211836,The 3 Crowns,,N1,N,8,East Road,London,0.9,"openai:This candidate URL clearly mentions the exact address '8 East Road, Old Street, London N1 6AD' matching the pub's location and name, with a high geo bonus and page evidence score, indicating it is about the correct venue.;loc_ok=near_coords",,
1,https://thealmalondon.com/,way/119903501,The Alma,,N1,N,77-78,Chapel Market,London,0.95,"openai:Thealmalondon.com is the official website clearly stating the pub name and location at Chapel Market, London N1 matching the address and name exactly. It is not an aggregator or social network.;loc_ok=district+address",,
1,https://www.stonegatepubpartners.co.uk/find-a-pub/the-angelic-islington_500780,node/25597628,The Angelic,,N1,N,57,Liverpool Road,London,0.95,"openai:The Stonegate Pub Partners URL matches the pub name and exact address 57 Liverpool Road, Islington, N1, confirming it is the official operator site.;loc_ok=district+address",,
0,https://www.stonegategroup.co.uk/press/newington-greens-landmark-pub-the-cellar-taps-reopens-with-outstanding-sports-viewing-and-delicious-new-food-and-drinks-menus/,way/377056423,The Cellar Taps,Stonegate,N1,N,125,Newington Green Road,London,0.9,"openai:This URL is from Stonegate, the operator of The Cellar Taps, and specifically mentions the pub reopening and its location, making it the most authoritative and relevant source.;loc_ok=district+address",,
1,https://greenmanislington.co.uk/,node/618596228,The Green Man,,N1,N,144a,Essex Road,London,0.9,"openai:The URL greenmanislington.co.uk matches the pub name and exact address 144a Essex Road, Islington, London, confirming it is the official site for this specific Green Man pub.;loc_ok=district+address",,
1,https://the-macbeth.co.uk/,node/288170087,The Macbeth,,N1,N,70,Hoxton Street,London,0.9,"openai:The URL is the official website of The Macbeth pub at Hoxton Street, matching the pub name and location exactly, with a high relevance score and direct mention of the address.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/venues/the-peacock,way/149382915,The Peacock,,N1,N,3-5,Islington High Street,London,0.9,"openai:The URL is from Urban Pubs & Bars, which appears to be the operator or brand site, and the page explicitly mentions the exact address 3-5 Islington High Street, London N1, matching the pub's location perfectly.;loc_ok=district+address",,
1,https://www.rosemarybranchtheatre.co.uk/,way/198218569,The Rosemary Branch,,N1,N,2,Shepperton Road,London,0.95,"openai:The URL matches the pub name and address exactly (2 Shepperton Road, London, N1 3DT), indicating it is the official site for The Rosemary Branch pub and theatre.;loc_ok=district+address",,
1,https://www.stagsheadhoxton.com/,way/469650891,The Stag's Head,,N1,N,55,Orsman Road,London,0.95,"openai:The URL is the official pub website with detailed info, matches the exact address (Orsman Road, London N1), and is not an aggregator or social network.;loc_ok=district+address",,
1,https://starofkings.co.uk/,way/222031886,The Star of Kings,Electric Star Pubs,N1,N,126,York Way,London,1,"openai:The URL starofkings.co.uk is the official website for The Star of Kings pub at 126 York Way, London N1, matching the address and operator Electric Star Pubs, with strong geo and page evidence.;loc_ok=near_coords",,
1,https://www.urbanpubsandbars.com/venues/three-johns,way/119439310,The Three Johns,,N1,N,73,White Lion Street,London,0.9,"openai:The URL is from Urban Pubs & Bars, a known operator site, and the page explicitly mentions the exact address 73 White Lion Street, London N1 9PF matching the pub's location. It has a high page evidence score and is not an aggregator or social network.;loc_ok=district+address",,
1,https://www.weaversarmsislington.co.uk/,way/397429638,The Weavers Arms,,N1,N,98,Newington Green Road,London,0.9,"openai:This URL explicitly matches the pub name and exact address (98 Newington Green Road, London N1) in the snippet and title, indicating it is the official website for The Weavers Arms at this location. Other candidates are either aggregators or photo archives without an official site feel.;loc_ok=district+address",,
1,https://www.thefurlongmuswellhill.com/,node/802966782,Furlong,,N10,N,89,Colney Hatch Lane,London,0.95,"openai:The URL explicitly states 'The Furlong' on Colney Hatch Lane in Muswell Hill, matching the pub's address and area (N10). The page snippet confirms the location on Colney Hatch Lane, and it has strong geo evidence and page relevance compared to others.;loc_ok=near_coords",,
1,https://www.thevillagegreen.pub/,way/530088186,The Village Green,,N10,N,122,Fortis Green Road,London,0.95,"openai:The URL is the official pub website for The Village Green in Muswell Hill, matching the address on Fortis Green Road, London N10 area. It is not an aggregator or social network and has strong page evidence.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/2478.html,node/10213894381,Finchley Tavern,,N12,N,686,High Road,London,0.9,"openai:The URL clearly matches the pub name and exact address 686 High Road, N12, with strong geo evidence and detailed pub info, making it the best match.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/6593.html,node/273404382,Toolan's,,N12,N,866,High Road,London,0.9,"openai:The URL matches the pub name and exact address 866 High Road, N12, with a postcode close to the district, indicating strong location relevance and a dedicated pub info page.;loc_ok=near_coords",,
1,https://www.stonegatepubpartners.co.uk/find-a-pub/annie-twomeys-southgate_033038,node/11901214589,Annie Twomeys,,N14,N,110-112,Chase Side,London,0.9,"openai:The Stonegate Pub Partners site is the operator's official site for Annie Twomeys at 110-112 Chase Side, London N14, matching the address and likely the official brand site rather than an aggregator.;loc_ok=district+address",,
1,https://www.lemonrock.com/doylesoakwood,node/2437697969,Doyle's,,N14,N,155,Bramley Road,London,0.9,"openai:The Lemonrock page explicitly names Doyle's at 155 Bramley Road, London N14 with matching address and geo coordinates, indicating it is the correct pub's page rather than a general listing or unrelated venue.;loc_ok=near_coords",,
1,https://fountainhotellondon.com/,node/1598393379,The Fountain,,N15,N,125-127,West Green Road,London,0.9,"openai:The URL fountainhotellondon.com matches the pub name and address (125-127 West Green Road, London N15) exactly, indicating it is the official site. Other candidates are either council minutes, photo hosting, or aggregators. This site also has a contact page confirming the address.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/burkes-warehouse-london-e8-3578/,way/378840186,Burkes Warehouse,,N16,N,37,Kingsland High Street,London,0.9,"openai:The URL is a dedicated page for Burkes Warehouse on Kingsland High Street, London, matching the pub's address and location closely, with strong geo evidence and relevant content. The second candidate is also relevant but less authoritative, and the third is unrelated (an Etsy art print).;loc_ok=near_coords",,
1,https://www.thecoachandhorsesn16.co.uk/,node/262637210,Coach & Horses,,N16,N,178,Stoke Newington High Street,London,0.9,"openai:The URL is a dedicated website for 'Coach & Horses' at N16, matching the pub's name and area (Stoke Newington). It is not an aggregator or social network and appears to be the official site.;loc_ok=district+address",,
1,https://www.clarencetavern.com/,node/459269359,The Clarence,,N16,N,102,Stoke Newington Church Street,London,0.95,"openai:The URL is the official site named 'The Clarence Tavern' with exact matching address '102 Stoke Newington Church Street' and district N16, matching the pub's location perfectly.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/2104.html,node/33101954,Turnpike House,,N16,N,,,,0.9,"openai:The URL explicitly references Turnpike House at 270 Stamford Hill, N16 6TY, matching the district and close to the given coordinates. It is a dedicated pub site rather than a social or image site.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/15267.html,node/9739982235,Beavertown Brewery Taproom,Beavertown,N17,N,,Mill Mead Road,London,0.9,"openai:The URL is a dedicated pub page with exact matching address details (Mill Mead Road, N17) and high geo evidence score, indicating it is specifically about the Beavertown Brewery Taproom at the correct location.;loc_ok=near_coords",,
1,https://no8world.com/no-8-tottenham,node/10263469468,No.8 Tottenham,,N17,N,724-726,High Road,London,0.9,"openai:The URL no8world.com/no-8-tottenham explicitly matches the pub name and address 724-726 High Rd, London N17, indicating it is the official or operator site for No.8 Tottenham. It has the highest page evidence score and mentions the full address, making it the best match over aggregator or directory sites.;loc_ok=district+address",,
1,https://the-bill-nicholson-pub.hotels-of-london.com/en/,node/459819389,The Bill Nicholson,,N17,N,,,,0.9,"openai:This candidate has the highest combined evidence and geo bonus scores, indicating it is closely associated with the pub's location in N17 and mentions proximity to local landmarks. It appears to be a dedicated site for the pub rather than an aggregator or social network.;loc_ok=near_coords",,
0,https://www.barcrawl.co.uk/pubreview.aspx?PubID=10440,way/222077186,The Coach and Horses,,N17,N,862,High Road,London,0.9,"openai:The URL explicitly mentions the pub name and exact address 862 High Rd, N17 0EY matching the given address and location, indicating it is about the correct venue. It is not a social network or aggregator but a pub review site with strong geo evidence.;loc_ok=near_coords",,
1,https://theelmhurst.co.uk/,node/3497250394,The Elmhurst,,N17,N,131,Lordship Lane,London,0.95,"openai:The URL theelmhurst.co.uk matches the pub name exactly and mentions the correct address 131 Lordship Lane, London N17, confirming it is the official site for this pub.;loc_ok=address_tokens",,
0,https://www.useyourlocal.com/pubs/olive-branch-london-n17-6524/,node/496843507,The Olive Branch,,N17,N,169,Park Lane,London,0.9,"openai:The URL mentions the exact address 167-169 Park Lane, London N17 matching the pub's location and name, with strong geo evidence and detailed pub info. Other candidates are directories or company info, not the pub's own or operator site.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/25667/,node/529116490,The Ship,,N17,N,499,High Road,London,0.9,"openai:The URL is a dedicated pub listing that exactly matches the pub name and address (499 High Road, N17) with strong geographic evidence and detailed info, making it the best match.;loc_ok=near_coords",,
0,https://www.barcrawl.co.uk/pubreview.aspx?PubID=10456,way/1355051274,The Two Brewers,,N17,N,,,,0.8,"openai:The URL is a dedicated pub review site with exact matching address and postcode N17 9TT close to the given district N17 and coordinates, indicating it is about the correct Two Brewers pub in N17.;loc_ok=near_coords",,
0,https://www.pubclubapp.co.uk/pubs/oak-pastor-ChIJoVSRCawbdkgREqXMbZlMICg,way/76046344,Oak & Pastor,,N19,N,86,Junction Road,London,0.9,"openai:The URL clearly identifies the pub by name and exact address (86 Junction Road), and the page has strong geo evidence with a high geo bonus, indicating it is the correct venue in London N19. It is not an aggregator or social network but a pub-specific site with detailed info.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/11935-the-corner-flag,node/25894993,The Corner Flag,,N19,N,472,Hornsey Road,London,0.9,"openai:The URL clearly matches the pub name and exact address 472 Hornsey Road, London N19 4EF, with strong geo evidence and detailed venue info, making it the best match.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/3679-the-mother-redcap,node/480829681,The Mother Redcap,,N19,N,,,,0.9,"openai:The URL mentions the exact address 665 Holloway Road, Archway, London, N19 5SE matching the pub's district N19 and is a dedicated pub page, indicating strong relevance and geographic match.;loc_ok=near_coords",,
1,https://www.lemonrock.com/maddensbareastfinchley,53fb20f2-43ac-435f-8b32-4b373a4e794c,Maddens,Independent,N2,N,,,,0.9,"openai:The URL clearly identifies the pub 'Maddens Bar' at East Finchley with the correct N2 postcode and address matching the pub's district and coordinates, indicating it is the correct venue's page rather than an aggregator or unrelated site.;loc_ok=near_coords",,
1,https://www.cavalierbarnet.co.uk/,node/849138031,The Cavalier,,N20,N,,,,0.95,"openai:The URL is the official website for The Cavalier pub in Barnet, matches the N20 postcode area and address (67 Russell Lane, London N20 0BB) close to given coordinates, and is not an aggregator or social network.;loc_ok=near_coords",,
1,https://www.craftunionpubs.com/three-horseshoes-whetstone,node/268040827,Three Horseshoes,,N20,N,1166,High Road,,0.9,"openai:This URL clearly matches the pub name and address (1166 High Road, Whetstone, London, N20), indicating it is the official or operator site rather than an aggregator or review site.;loc_ok=district+address",,
1,https://littlegreendragonenfield.wordpress.com/,node/4464548883,Little Green Dragon,,N21,N,928,Green Lanes,,0.9,"openai:The WordPress site is the only candidate that appears to be the pub's own website, describing it as Enfield's first micropub and matching the name and address context. Other candidates are aggregators or reservation platforms without clear official status.;loc_ok=address_tokens",,
0,https://www.inapub.co.uk/venues/on-broadway/london/n213sa/23312,node/6293653478,On Broadway,,N21,N,,,,0.9,"openai:The inapub.co.uk page specifically lists the pub 'On Broadway' with the exact postcode N21 3SA and address 765 Green Lanes, matching the district N21 and location near the given coordinates. It is a pub-specific site rather than an aggregator or social network.;loc_ok=near_coords",,
1,https://www.thequeensheadwinchmorehill.com/,way/247245128,The Queens Head,Stonegate,N21,N,41-43,Station Road,London,0.9,"openai:The URL and page clearly match the pub name and location (Winchmore Hill, London N21), and it appears to be the official site rather than an aggregator or social network.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/5041.html,node/6293653585,The Three Wishes,,N21,N,,,,0.9,"openai:This candidate URL includes the exact address '749 Green Lanes, N21 3SA' matching the pub's district N21 and is geographically close to the given coordinates, indicating strong location relevance. It is a dedicated pub information site rather than an aggregator or social network.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/66046/,node/330128414,Willow,,N21,N,,,,0.9,"openai:The Pubsgalore page explicitly states the pub named 'Willow' in N21, mentions the name change from 'The Winchmore Arms' to 'Willow', and matches the district and location closely, indicating it is the correct pub's page.;loc_ok=near_coords",,
1,https://www.musicglue.com/karamel,node/6796796385,Karamel,,N22,N,4,Coburg Road,London,0.9,"openai:The URL clearly states the address 4 Coburg Road, London N22 6UJ matching the pub's address and name, indicating it is the official or primary site for the venue Karamel.;loc_ok=district+address",,
0,https://enjoywoodgreen.co.uk/listing/the-nags-head-pub-wood-green/,way/1327090619,The Nag's Head,,N22,N,203,High Road,London,0.8,"openai:This candidate mentions the pub name and location (Wood Green, High Road) matching the address 203 High Road, N22, and has a good geo evidence score. It is a local listing site rather than an aggregator or social network, making it a suitable choice for the pub's page.;loc_ok=near_coords",,
1,https://www.catcherintheryepub.co.uk/,node/451154,The Catcher in the Rye,,N3,N,319,Regents Park Road,,1,"openai:The URL matches the pub name exactly and the page snippet includes the exact address 317-319 Regents Park Road, N3, matching the pub's address and district, indicating it is the official website.;loc_ok=district+address",,
1,https://www.bohembrewery.com/nicholas-nickleby/,node/1517871629,Nicholas Nickleby,Bohem Brewery,N4,N,6,Ferme Park Road,London,0.9,"openai:The URL is the official Bohem Brewery site for Nicholas Nickleby, matching the operator and exact address (6-8 Ferme Park Rd, N4 4ED), providing authoritative and specific pub information.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/beaconsfield-london-n4-6640/,node/25717655,The Beaconsfield,,N4,N,359,Green Lanes,London,0.9,"openai:This URL clearly identifies the pub as The Beaconsfield at 357-359 Green Lanes, London N4, matching the address and area exactly. It is a pub site rather than a hotel booking or aggregator site, and has strong geo evidence and page relevance.;loc_ok=near_coords",,
1,https://blackstockpub.com/,node/26065903,The BlackStock,,N4,N,284,Seven Sisters Road,London,0.95,"openai:The URL blackstockpub.com matches the pub name exactly and the page mentions the exact address 284 Seven Sisters Road, London, N4 2HY, confirming it is the official website for this pub.;loc_ok=district+address",,
1,https://www.thewbyeats.com/,way/445566137,The W. B. Yeats,,N4,N,20,Fonthill Road,London,0.95,"openai:The URL thewbyeats.com matches the pub name exactly, includes the full address 20 Fonthill Road, London N4 3HU, and provides contact details consistent with the pub. It is clearly the official website rather than an aggregator or social site.;loc_ok=district+address",,
1,https://www.worldsendfinsburypark.com/,way/272100746,The World's End,,N4,N,21-23,,London,0.95,"openai:The URL is clearly dedicated to The World's End pub at 21-23 Stroud Green Road, London N4, matching the address and location closely. It is the official site with detailed info about the pub, unlike aggregators or third-party listings.;loc_ok=near_coords",,
1,https://www.princeofwaleshighgate.co.uk/,way/593167141,Prince of Wales,,N6,N,53,Highgate High Street,London,0.95,"openai:The URL is an exact match for the pub name and location (Highgate High Street, London N6), with strong page evidence and geo bonus indicating it is the official or dedicated website for this specific Prince of Wales pub.;loc_ok=near_coords",,
1,https://theboogaloo.co.uk/,way/475181226,The Boogaloo,,N6,N,312,Archway Road,London,0.95,"openai:Theboogaloo.co.uk is the official website domain matching the pub name exactly, with multiple pages referencing the venue and no conflicting location. The address matches the pub's location on Archway Road, London N6, confirming relevance. Other URLs are either aggregators or secondary pages of the same site.;loc_ok=district+address",,
1,https://thecrownhighgate.co.uk/,way/497785764,The Crown,,N6,N,86,Highgate High Street,London,0.95,"openai:The URL is the official independent pub site for The Crown on Highgate High Street, matching the pub's name and address closely. Other candidates are either aggregators or review sites.;loc_ok=district+address",,
1,https://thewinchesterhighgate.co.uk/,way/475410870,The Winchester,,N6,N,206,Archway Road,London,0.9,"openai:The URL matches the pub name and mentions Archway Road, the exact street address of the pub, indicating it is the pub's official website.;loc_ok=district+address",,
1,https://bigredholloway.co.uk/,node/403454627,Big Red,,N7,N,385,Holloway Road,London,0.95,"openai:The URL bigredholloway.co.uk matches the pub name and exact address 385 Holloway Road, London N7, confirming it is the official site for this specific pub.;loc_ok=district+address",,
1,https://www.doylestavern.co.uk/,node/276369831,Doyles Tavern,,N7,N,379,Caledonian Road,London,0.95,"openai:The URL is the official website with the exact pub name and mentions the correct address on Caledonian Road in Islington, North London, matching the given pub details closely.;loc_ok=district+address",,
1,https://islingtonsportsbarandgrill.co.uk/,way/491695960,Islington Sports Bar & Grill,,N7,N,274,Holloway Road,London,0.95,"openai:This URL explicitly shows the pub's full address including 274 Holloway Road, London N7 6NE, matching the given pub location exactly. It has the highest combined page evidence and geo bonus scores, indicating it is very likely the official website.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/25487/,node/4548682168,The Cally,,N7,N,427,Caledonian Road,London,0.9,"openai:The URL is a dedicated page for The Cally at 427 Caledonian Road, N7 with matching address and strong geo evidence, indicating it is the pub's page rather than an aggregator or unrelated site.;loc_ok=near_coords",,
1,https://thedepotn7.co.uk/,way/270765497,The Depot,,N7,N,1,Carpenters Mews,London,0.95,"openai:The URL thedepotn7.co.uk matches the pub name and N7 area, and the page content and address mention 1 Carpenter's Mews, consistent with the pub's address. Other candidates are maps or aggregators, not the official site.;loc_ok=district+address",,
1,https://www.theduchessofkent.co.uk/,node/305415325,The Duchess of Kent,,N7,N,,Liverpool Road,London,1,"openai:The URL is the official website of The Duchess of Kent pub located at 441 Liverpool Road, Islington, London N7 8PR, matching the given address and area exactly.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/enkel-arms-london-n7-6685/,way/142306063,The Enkel Arms,,N7,N,,,,0.9,"openai:The URL clearly identifies the pub name and N7 district matching the pub's district, with strong geo evidence and relevant content about the pub, making it the best match.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/55041/,node/305415271,The Jolly Sisters,,N7,N,,,,0.9,"openai:The URL clearly matches the pub name and location (N7, 95 Bride Street) with strong geo evidence and is not an aggregator or social network. It is a dedicated pub directory page for The Jolly Sisters in N7.;loc_ok=near_coords",,
1,https://www.thelambn7.co.uk/,node/305415323,The Lamb,,N7,N,54,Holloway Road,London,0.9,"openai:The URL thelambn7.co.uk matches the pub name and includes the N7 district in the domain, strongly indicating it is the official site. The contact page confirms the address 54 Holloway Road, London N7 8JL, matching the given address exactly. Other candidates are social media or aggregators.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/6625.html,node/333205448,Two Brewers,,N7,N,,,,0.9,"openai:This candidate mentions the exact N7 postcode area and Roman Way address near the pub's coordinates, providing strong geographic relevance. The other candidates either refer to a different location (Clapham) or do not have geographic evidence.;loc_ok=near_coords",,
1,https://www.victoriatavern-n7.co.uk/,way/153027823,Victoria Tavern,,N7,N,203,Holloway Road,London,0.9,"openai:The URL is explicitly named for Victoria Tavern N7 and the page snippet mentions Holloway Road, matching the pub's address. It appears to be the pub's own website.;loc_ok=district+address",,
1,https://thehydearms.co.uk/,node/1139265343,Hyde Arms,,N9,N,,,,0.95,"openai:Thehydearms.co.uk is the official-looking website with the exact address 137 Victoria Rd, London N9 9BB matching the pub's district N9 and close coordinates, with the highest combined evidence and geo bonus scores.;loc_ok=near_coords",,
1,https://publocation.uk/pubs/london/enfield/the-railway-tavern,node/1139431615,Railway Tavern,,N9,N,19-20,Market Square,London,0.9,"openai:The URL clearly matches the pub name and exact address '19-20 Market Square' in Enfield, London N9, matching the given pub data closely.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-cart-overthrown/london/n90er/7658,way/401113123,The Cart,,N9,N,,,,0.9,"openai:This URL specifically mentions The Cart Overthrown at Montagu Rd, London, N9 0ER, matching the district N9 and close coordinates, with strong page evidence and geo bonus, indicating it is the correct pub's page.;loc_ok=near_coords",,
0,"https://commons.wikimedia.org/wiki/File:King_William_IV,_Lower_Edmonton,_N9.jpg",node/2451287638,The King William,,N9,N,192,Hertford Road,,0.8,"openai:The URL is a Wikimedia Commons page showing the King William IV at 192 Hertford Road, matching the pub's address and district N9. It is not a social network or aggregator but an image file page documenting the exact pub location.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/7911.html,way/150695607,Bell Inn,,NW1,NW,91,Bell Street,London,0.9,"openai:This URL explicitly matches the pub's address '91 Bell Street, NW1' and mentions the pub's renaming, indicating detailed and specific knowledge about this exact location. It has a high geo bonus and page evidence score, making it the best match among candidates.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/belushis-london-nw1-7667/,way/452856397,Belushi's,,NW1,NW,48-50,Camden High Street,London,0.9,"openai:The URL clearly mentions the exact address 48-50 Camden High Street, London NW1 matching the pub's location and name, with a strong geo bonus and detailed pub info. It is not an aggregator or social network.;loc_ok=near_coords",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=311,c1ba0d77-f42e-4a65-a5b3-46c506239b04,Camden Road Arms,BrewDog,NW1,NW,,,,0.9,"openai:This candidate clearly identifies the pub as Camden Road Arms operated by BrewDog with a full address in NW1, matching the district and location. It is not an aggregator or social network and has strong geo evidence.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/3634.html,way/132202715,Cock Tavern,,NW1,NW,23,Phoenix Road,London,0.9,"openai:This candidate explicitly lists the address 23 Phoenix Road, NW1 matching the pub's address and location, with a high geo bonus indicating strong geographic relevance. Other top candidates do not match the address or are for different locations.;loc_ok=near_coords",,
0,https://www.publove.co.uk/pubs/exmouth-arms,way/224892755,Exmouth Arms,,NW1,NW,1,Starcross Street,London,0.9,"openai:The URL is the official PubLove site for the Exmouth Arms at 1 Starcross Street NW1, matching the pub's address exactly and clearly representing the pub itself rather than an aggregator or unrelated site.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-queens-head-artichoke/london/nw14ea/7693,way/673989153,Queen's Head & Artichoke,,NW1,NW,30-32,Albany Street,London,0.9,"openai:This URL clearly matches the pub name and exact address 30-32 Albany Street, London NW1 4EA, with strong geo evidence and detailed venue info, indicating it is the correct site for this pub.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/22835/,way/973079813,Quinn's,,NW1,NW,65,Kentish Town Road,London,0.9,"openai:The URL is a dedicated pub directory page specifically for Quinn's at 65 Kentish Town Road NW1, matching the address and location closely, with strong geo evidence and relevant details. Other candidates are reviews or historical records, not the pub's own or operator site.;loc_ok=near_coords",,
1,https://www.spreadeaglecamden.co.uk/,way/232592409,Spread Eagle,Young's,NW1,NW,141,Albert Street,London,0.95,"openai:The URL is the official site for The Spread Eagle in Camden Town operated by Young's, matches the address 141 Albert Street, NW1, and is clearly branded as the pub's own website.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/6274.html,node/294599679,Square Tavern,Young's,NW1,NW,26,Tolmers Square,London,0.8,"openai:This candidate mentions the exact address 26 Tolmers Square NW1 matching the pub's address and has a high geo_bonus, indicating strong location relevance. It also references the pub's operator history, suggesting detailed and specific information about this exact venue.;loc_ok=near_coords",,
