calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,,fcs_status,fcs_error,fcs_query,fcs_source_url,fcs_source_title,fcs_website_guess,fcs_website_conf,fcs_quality_flags,fcs_quality_note,
E16,E,way,459254728,way/459254728,51.5129424,0.0123441,Streeties,,,,,,,,,,,,,,,15,Shirley Street,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,,,,,,ok,,"""Streeties"" 15 Shirley Street London pub",https://en.bab.la/dictionary/english/streety,STREETY - Definition in English - bab.la,,0,possible_wrong_pub,"The provided markdown contains unrelated content about the word 'streety' and a video game forum discussing 'Streeties' club house, with no clear information about a pub named Streeties at 15 Shirley Street E16.",
E16,E,way,826625488,way/826625488,51.5171318,0.015127,The Beckton Arms,,,,,,,,"A friendly local pub in Canning Town (Royal Docks), ideal for an easy catch-up with friends. Expect a mix of pub classics and a few extras: the listing highlights food, cocktails and a cosy beer garden. There’s plenty to keep evenings going with live sports events, live music nights, and a pub quiz. If you like games, it also mentions darts and pool, plus karaoke for sing-along fun. Overall, it’s positioned as a lively neighbourhood spot for drinks, food and entertainment.",TRUE,TRUE,TRUE,,TRUE,,1,Beckton Road,0871 951 1000,,,,,,,,,,0.78,0.9,0,0,0.85,0.85,TRUE,0.75,0.85,0,0.9,0,,,,,,ok,,"""The Beckton Arms"" 1 Beckton Road London pub",https://ratings.food.gov.uk/business/817867,Beckton Arms | Rating Business Details | Food Hygiene Ratings,,0,,,
E16,E,way,826625485,way/826625485,51.5195284,0.0160607,The Princess Alexandra,,,,,,,,"The Princess Alexandra is a traditional local pub in London (219 Barking Road, Canning Town). It’s open daily from 12:00 PM to 11:00 PM and offers a wide variety of drinks with exciting offers. The pub highlights a great atmosphere, plus facilities including a beer garden, car park, dartboard, and a smoking area. It also states it is a dog-friendly pub and offers live entertainment and live music.",TRUE,TRUE,,TRUE,TRUE,,219,Barking Road,2074763548,https://www.princessalexandrapub.co.uk/,,,,,,,,,0.86,0.95,0,0,0.95,0.95,,0,0,0.9,0.9,0,ok,,,,,,,,,,,,,,
E16,E,node,7523464145,node/7523464145,51.4994426,0.031017,The Windjammer,Fuller's,,,,,,,"The Windjammer is a family-friendly riverside pub near Royal Docks in Royal Wharf, offering fresh seasonal food and a friendly team. It has versatile indoor areas plus a sunny outdoor terrace. The pub promotes a new prix fixe menu for 2026, and serves refined pub classics made from seasonal ingredients. Drinks include a wide range of draught beers, seasonal craft guests, innovative cocktails, and premium soft drinks, mocktails and homemade lemonades. It also caters for private events such as business meetings, weddings and birthdays, and offers board games, free WiFi, accessibility features, and assistance dogs welcome. Food is served daily with listed food serving times.",TRUE,,TRUE,TRUE,,,25,Admiralty Avenue,+44 20 8222 9318,https://www.windjammerlondon.co.uk/,,Mo-Sa 12:00-23:00, Su 12:00-22:00,,,,,,0.92,0.95,0,0.55,0.85,0,,0,0.98,0.9,0,0,ok,,,,,,,,,,,,,,
E17,E,way,23376430,way/23376430,51.5906095,-0.0415498,Big Penny Social,,,,,,,,"Big Penny Social (Big Penny Beach Club) is an urban beach-style venue in East London, returning for 2026 with a retro look, fresh sand, cabanas, and an Aperol spritz bar. The summer programme runs from 22 May to 30 August and includes DJs, pop-up volleyball and special events. The venue also hosts regular happenings such as live sports every week, free Saturday night parties (“The Penny Drop”), and weekly quizzes. There’s a food and drink offering for every occasion, with a menu available online, and the site promotes private hire for events, conferences, weddings and large gatherings.",,,TRUE,,,,1,Priestley Way,+44 20 3700 1040,https://bigpennysocial.co.uk/,,"Mo-We 12:00-23:00; Th 12:00-00:00; Fr,Sa 12:00-01:00; Su 12:00-22:00",,,,,,,0.86,0,0,0,0,0,TRUE,0.9,0.9,0,0,0,ok,,,,,,,,,,,,,,
E17,E,node,7056928285,node/7056928285,51.5932478,-0.0414688,Exale Taproom,,,,,,,,"Exale tap E17 is a taproom with a community-focused mission built through music, dance, beer, food and good times. It positions itself as “the party capital of the stow” and promotes an inclusive, fun, freedom-filled atmosphere. The venue brews beers on-site on a weekly basis for fresh, hoppiest pours, and it sits in the heart of the Blackhorse Beer Mile. Opening hours are listed as open till 2am on Fridays and Saturdays, with booking options for tables and parties and an events page for what’s on.",,,,,,,,Blackhorse Lane,,https://www.exale.uk/,,Th 16:00-23:00, Fr 16:00-02:00, Sa 12:00-02:00, Su 12:00-20:00,,,,0.86,0,0,0,0,0,,0,0,0,0,0,ok,,,,,,,,,,,,,,
E17,E,supabase,,b6cdb852-5c7e-4869-bf56-04e9e917108f,51.582,-0.013854,Orford House Social Club,,,,,,,,,,TRUE,,,,,,,(020) 8520 5687,https://www.orfordhouse.org,,,,,,,,,0.72,0.95,0,0,0,0.75,,0,0.35,0,0,0,,,,,,ok,,"""Orford House Social Club"" E17 London pub",https://www.useyourlocal.com/pubs/orford-house-social-club-london-e17-18727/,"Orford House Social Club in London E17 | Pub in London, E17",https://www.orfordhouse.org,0.9,,"Food is not clearly supported by the main listing (no menus listed), though a review mentions “nice food on” and another source states “Food available.” Live music is supported by an open mic review.",
E17,E,way,198577468,way/198577468,51.5824521,-0.013581,Queens Arms,,,,,,,,"Queens Arms is a gastropub serving small plates, large plates, desserts and Sunday lunch, with a wine list featuring sparkling, rosé/orange/chilled red, white and red options. The menu includes dishes such as cod cheek scampi, lamb koftas, vegan burger, beer battered haddock and roast pork belly, plus desserts like sticky toffee pudding and lemon cheesecake. Reservations are for indoor dining areas, and outside tables are available on a first-come, first-served basis. The pub is open most evenings with kitchen closures on Monday and Sunday evenings. It also has a reputation for a friendly atmosphere and good food, with reviews mentioning it is dog friendly and has outdoor seating.",,,TRUE,,,,42,Orford Road,020 8520 9184,https://www.queensarms-e17.co.uk/,,,,,,,,,0.86,0.95,0,0,0.72,0,,0,0.98,0.62,0,0,ok,,,,,,,,,,,,,,
E17,E,way,1208115927,way/1208115927,51.5915513,-0.0427688,Signature Brew Taproom,Signature Brew Ltd,,,,,,,"Signature Brew Blackhorse Road is a brewery bar on the Blackhorse Beer Mile, serving freshly brewed Signature Brew beers right next to the bar. The venue is known for its curated playlists and a D&B Audiotechnik sound system, plus regular live music and a full calendar of musicians, comedians and live acts performing in the brewery. There’s an on-site kitchen with a pop-up kitchen resident, Sireli, serving Armenian cuisine including wraps and mezze plates. The page also mentions optional outdoor and covered seating, and accessibility support such as wheelchair access.",,TRUE,TRUE,,,,,Blackhorse Lane,0207 684 4664,https://www.signaturebrew.co.uk/pages/visit-the-brewers-bar-at-signature-brew-in-blackhorse-road-walthamstow,,Fr 16:00-23:00, Sa 12:00-23:00, Su 12:00-18:00,,,,,0.9,0.95,0,0.85,0.7,0.9,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
E17,E,way,200217289,way/200217289,51.5804951,-0.0330672,St James Bar,,,,,,,,"St James Bar is a London bar & grill offering an “exquisite culinary experience” with a diverse menu featuring premium cuts of meat and fresh, locally sourced ingredients. The venue is described as having a vibrant atmosphere and a sophisticated ambiance, with expertly crafted cocktails and an extensive beverage selection. Reviews highlight the inviting decor, warm lighting, comfortable seating, and popular dishes such as ribeye steak and grilled chicken skewers. The page also mentions it can be a good spot for social gatherings and corporate events, with table reservations recommended as it gets busy.",,,TRUE,,,,30,St James's Street,+44 20 8521 2197,https://goergios-bar-grill.edan.io/,,Su-Th 11:00-23:00, Fr-Sa 11:00-02:00,,,,,,0.86,0.98,0,0,0.55,0,,0,0.95,0,0,0,ok,,possible_wrong_website,"The page content includes the phone/address for “St James Bar” at 30 St James St, London E17 7PF, but the site branding/links reference “goergios-bar-grill” (e.g., Manage Listing and user avatar URLs), suggesting the content may be from a different venue on the same platform.",,,,,,,,,,,
E17,E,way,164570576,way/164570576,51.5902692,-0.0169615,The Bell,Stonegate,,,,,,1857,"Set on an imposing late-Victorian corner in Walthamstow, this friendly local pub has a proper community feel—busy on Saturday lunch with families, and a more adult vibe later on. Expect a solid line-up of real ales (with multiple cask options) plus a food offering. Regular nights include a quiz on Tuesdays and jazz every third Sunday, with the venue also described as sports-led. With a long history and a thriving atmosphere, it’s a great stop for a relaxed pint and a night out.",,TRUE,TRUE,,,,617,Forest Road,020 8523 2277,http://www.belle17.com/,,,,,,,,,0.78,0.9,0.8,0.45,0.1,0.75,,0.6,0.75,0.1,0.1,0.1,ok,,generic_chain_page,"The provided markdown is a Stonegate Group 'UK Pub Finder' results page with no venue-specific details for The Bell (no address, menu, events, or contact information shown).",,ok,,"""The Bell"" 617 Forest Road London pub",https://www.pubology.co.uk/pubs/8712.html,Bell: London Pubology,http://www.belle17.com/,0.85,possibly_closed,Londonist notes the pub was closed down a few years ago and reopened in 2012, Pubology lists status as Open.
E17,E,way,214590379,way/214590379,51.5806374,-0.0112054,The Castle,,,,,,,,,TRUE,,TRUE,TRUE,,,15,Grosvenor Rise East,2085098095,http://thecastlee17.com,,,,,,,,,0.72,0.78,0.7,0.55,0.8,0,,0,0.95,0.9,0,0,,,,,,ok,,"""The Castle"" 15 Grosvenor Rise East London pub",https://www.mapquest.com/gb/england/the-castle-e17-528138808,"The Castle E17, 15 Grosvenor Rise East, London, England E17 9LB, GB - MapQuest",http://thecastlee17.com,0.9,,,
E17,E,way,196917803,way/196917803,51.5834931,-0.0266698,The Chequers,,,,,,,,"The Chequers is an East London pub on Walthamstow High Street (E17). It offers a rotating selection of fine beers and local ales, alongside cocktails, spirits and soft drinks. The kitchen serves pub classics and some dishes with a twist, making it a good option if you want a bite to eat. The pub also shows live sport on multiple big screens, with action from Sky Sports, BT Sport and Amazon Prime. Opening hours run from 12pm through to late on most days, with earlier closing on Sunday.",,,TRUE,,,,145,High Street,,https://chequerse17.com/,,,,,,,,,0.9,0,0,0,0,0,TRUE,0.95,0.95,0,0,0,ok,,,,,,,,,,,,,,
E17,E,way,682382151,way/682382151,51.5797859,-0.0411945,The Coppermill,,,,,,,,,,,TRUE,,,,205,Coppermill Lane,+44 2085203709,,,Su-Th 11:00-23:00, Fr-Sa 11:00-00:00,,,,,,0.72,0.9,0,0,0,0,TRUE,0.95,0.85,0,0,0,scrape_failed,too_short:91_chars,scrape_failed,too_short:91_chars,,ok,,"""The Coppermill"" 205 Coppermill Lane London pub",https://www.inapub.co.uk/venues/the-coppermill/london/e177hf/8452,The Coppermill - A  pub  with Sky TV  in London.,,0,,,
E17,E,way,205876522,way/205876522,51.58811,-0.0044297,The Duke's Head,,,,,,,,"Set on colourful Wood Street in upper Walthamstow, this lively pub blends neon energy with old-school Americana. Expect a fun, late-night atmosphere with plenty of games to keep you entertained: pinball, an arcade machine, a photobooth, plus a pool table and darts board. There’s also a huge beer garden out front where you can settle in with main-road views from a quieter stretch of street. The beer range is a highlight when the taps are flowing, and the welcome is friendly and relaxed—ideal for an easy night out with friends.",TRUE,,,,TRUE,,112,Wood Street,020 8521 1361,http://www.thedukee17.com/,,,,,,,,,0.78,0.9,0,0,0.9,0,,0,0,0,0.95,0,,,,,,ok,,"""The Duke's Head"" 112 Wood Street London pub",https://pubwiki.co.uk/EssexPubs/Walthamstow/dukehead.shtml,"Dukes Head, 112 Wood Street, Walthamstow E17",http://www.thedukee17.com/,0.95,,,
E17,E,way,205593042,way/205593042,51.5875913,-0.0039254,The Flower Pot,,,,,,,,"A friendly local pub on Walthamstow’s Wood Street, open daily from lunchtime. It’s known for serving great food and putting on live music on weekends, making it a solid spot for an evening out as well as a relaxed daytime pint. With long opening hours through the week and into Sunday, it suits everything from a quick catch-up to a proper night out in town.",,TRUE,TRUE,,,,126-128,Wood Street,020 8520 3600,,,,,,,,,,0.78,0.9,0,0.55,0,0.9,,0,0.85,0,0,0,,,,,,ok,,"""The Flower Pot"" 126-128 Wood Street London pub",https://ratings.food.gov.uk/business/515554/the-flower-pot,The Flower Pot | Rating Business Details | Food Hygiene Ratings,,0,name_or_location_mismatch,"One source lists 126-128 Wood Street; another lists 128 Wood Street. Both appear to refer to the same venue name on Wood Street, but the address number differs.",
E17,E,node,249672846,node/249672846,51.5833767,-0.0191396,The Goose,Stonegate,,,,,,,"The Goose is Walthamstow’s No.1 pub for live sport and craft ale, conveniently located next to the train station. It offers a huge range of lovingly cared-for craft beers and cask ales, plus real ciders and artisan spirits such as gin, single malt whisky and rum. Food is positioned as great value, with deals from light bites to mega mixed grills, including chicken wings for match days and sharing planks for groups. The page also highlights that it’s a good place to cheer on your favourite sports team and party all weekend.",,,TRUE,,,,264,Hoe Street,+44 20 8520 4751,https://www.greatlocalpubs.co.uk/goose-walthamstow/contact,,Mo-Th 11:00-00:00, Fr 11:00-01:00, Sa 10:00-01:00, Su 10:00-23:00,,,,0.86,0.98,0,0,0,0,TRUE,0.9,0.9,0,0,0,ok,,,,,,,,,,,,,,
E17,E,way,376872583,way/376872583,51.5887859,-0.0302654,The Lord Palmerston,Stonegate,,,,,,,"Lord Palmerston London is a pub in Waltham Forest (252–254 Forest Road, E17 5JN) welcoming children and dogs. It’s positioned as a live sport venue, with a range of sports and channels shown on HD screens, plus dart boards and pool tables. The pub also highlights live entertainment and live music, and features a cocktail menu, real ale, and a late licence. There’s an outside area and a function area, along with accessible facilities and Wi‑Fi. The page also promotes drink offers and keeps visitors updated with news and events.",,TRUE,,TRUE,TRUE,,,Forest Road,,https://www.craftunionpubs.com/lord-palmerston-walthamstow,,,,,,,,,0.86,0,0,0.35,0.55,0.9,TRUE,0.95,0,0.95,0.95,0,ok,,,,,,,,,,,,,,
E17,E,way,655249175,way/655249175,51.5840676,-0.0110709,The Nag's Head,,,,,,,,"Set in Walthamstow’s “village”, this laid-back local pub mixes smart gastropub vibes with a cosy interior of old furniture, framed photos and plenty of cats. Expect a strong beer line-up with several draught pumps, plus an events programme that can include live music, Monday pop quizzes and life-drawing classes. On sunny days, the beer garden is a highlight for relaxing with friends.",TRUE,TRUE,,,,,9,Orford Road,020 8520 9709,http://www.thenagsheade17.com/,,,,,,,,,0.86,0.95,0,0,0.9,0.85,,0,0,0,0,0,,,,,,ok,,"""The Nag's Head"" 9 Orford Road London pub",https://www.mapquest.com/gb/england/the-nags-head-526917539,"The Nags Head, 9 Orford Road, London, England E17 9LP, GB - MapQuest",http://www.thenagsheade17.com/,0.92,,,
E17,E,way,219045183,way/219045183,51.580961,-0.003522,The Raglan,,,,,,,,,,,,,,,199,Shernhall Street,,https://www.theraglane17.com/about,,Mo-Th 16:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E17,E,way,139911657,way/139911657,51.5967541,-0.0349075,The Tavern On The Hill,,,,,,,,"The Tavern On The Hill is a much-loved independent community pub in the heart of E17, known for great beer and a proper neighbourhood welcome. It serves East London Brewing alongside a rotating line-up of independently brewed cask and craft. The kitchen focuses on burgers, tacos and sharing plates, with popular offers such as Wing Wednesday (£1.50 wings from 4pm all night), Burger and a Pint Thursdays, and Margarita Hour on Thursdays & Fridays. The pub also runs Sunday roasts (12–8pm) and hosts live music on the last Friday of every month.",,TRUE,TRUE,,,,318,Higham Hill Road,,https://www.tavernonthehill.co.uk/,,,,,,,,,0.9,0,0,0,0,0.95,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
E17,E,way,198639606,way/198639606,51.5826687,-0.0117779,The Village Public House,Matt March,,,,,,,"The Village Public House is set in the heart of Walthamstow Village (E17). It serves freshly cooked dishes, including pub favourites like buttermilk chicken, burgers, grazing salad, and fish and chips. The pub is known for its quality cask ales, a wide range of craft and draught beers, and an extensive wine and spirit selection. There’s a newly refurbished garden described as the best beer garden in Walthamstow. The venue also promotes pub games with darts, board games, and live sports, plus regular quiz nights. Managed by Matt March with Jackie Burton as head chef.",TRUE,,TRUE,,TRUE,,31,Orford Road,020 8521 4398,https://village-walthamstow.com/,,,,,,,,,0.9,0.95,0,0.75,0.95,0,,0.7,0.95,0,0.8,0,ok,,,,,,,,,,,,,,
E17,E,node,249672865,node/249672865,51.5912043,-0.0077676,The William Morris,,,,,,,,"The William Morris in Walthamstow, London is a pub with a major refurbishment planned. The site is set to receive a full £272,000 upgrade, including redecorating the entire interior, adding an all-new kitchen, and improving signage and paint for better kerb appeal. The pub is described as being in a central location with extensive transport links, close to a large college and local council offices. The new food offer is expected to be a major draw, alongside a strong menu of pub classics and a great range of drinks. The page also notes it is available on an investment tenancy agreement.",,,TRUE,,,,807-809,Forest Road,08085 94 95 96,https://www.starpubs.co.uk/pubs/william-morris-walthamstow,,,,,,,,,0.92,0.9,0,0.55,0,0,,0.7,0.85,0,0,0,ok,,,,,,,,,,,,,,
E17,E,way,940451832,way/940451832,51.5810079,-0.033426,True Craft,,,,,,,,"True Craft is a craft beer and sourdough pizza venue with locations in Tottenham and Walthamstow. Since opening in Tottenham six years ago, it focuses on sourcing and curating cutting-edge craft beers, served on draught from regularly rotating taps or via a bottle shop. The signature sourdough pizzas are made by hand on site every day, with dough proved for at least 48 hours using a cultivated starter culture. Pizzas are served daily from 12–10pm, with take-out/collection and delivery available (including Deliveroo). The Walthamstow site also offers a lunch menu with items available 12–5pm, plus outdoor seating.",,,TRUE,TRUE,,,18-20,St James's Street,0208 3513 397,https://www.truecraftlondon.co.uk/,,Mo-Su 12:00-23:00,,,,,,,0.9,0.95,0.2,0,0.55,0,,0.45,0.95,0.95,0,0,ok,,,,,,,,,,,,,,
E17,E,node,11061470043,node/11061470043,51.5805937,-0.0322753,Untraditional Pub,,,,,,,,"The Untraditional Pub is an indie craft beer pub on St James Street, Walthamstow E17, based within the CRATE St James Street development. It has 12 independent beer taps and serves Pillars lagers plus craft beer, gin, wine and cider. The venue includes an all-weather roof terrace that regularly hosts live music acts and diverse events. CRATE is mainly a walk-in site with plenty of seating, and groups of six or more can pre-book a table via the CRATE online booking system. The pub also sits alongside local businesses and food vendors within the modular development.",TRUE,TRUE,,,,,35,St James Street,+44 20 8521 5552,https://www.pillarsbrewery.com/pages/untraditional-pub,,Tu 16:00-22:30, We 14:00-22:30, Th-Sa 12:00-22:30, Su 12:00-21:30, Mo off,,,0.86,0.95,0,0.55,0.78,0.9,,0,0.25,0,0,0,ok,,,,,,,,,,,,,,
E17,E,supabase,,181555b6-dff2-4d1c-aa21-e249f70e5280,51.5827,-0.0117,Village,Urban Pubs & Bars,,,,,,,"Set in the heart of Walthamstow Village, this pub brings a cosy indoor space plus a newly refurbished garden with covered seating and heat lamps. Expect a craft-focused bar with quality cask ales, draught favourites and a broad wine and spirits list. Food is freshly cooked using local ingredients, with pub classics like burgers and fish and chips, plus other dishes such as salads. If you like a lively calendar, there are quiz nights, poker and an acoustic showcase across the week, and there’s an outside bar for events.",TRUE,TRUE,TRUE,,,,,,(020) 8521 4398,https://village-walthamstow.com,,,,,,,,,0.86,0.95,0,0.62,0.95,0.78,,0.7,0.92,0,0.72,0,,,,,,ok,,"""Village"" E17 London pub",https://www.useyourlocal.com/pubs/village-london-e17-98545/,"Village in London E17 | Pub in London, E17",https://village-walthamstow.com,0.98,,,
E17,E,supabase,,8ddfb0e1-1d53-45c3-aebe-a7a9e15557cd,51.589,-0.0191024,Walthamstow Trades Hall Club,,,,,,,,"A members’ club in Walthamstow that’s been in its current home for 100 years, with two bars and a meeting room. Expect a welcoming, community feel with regular events open to the public, from themed gatherings to live performances. The vibe nods to classic working-men’s club culture, while still feeling lively and inclusive—good for a night out with friends, or catching a show. There’s also a bar with well-priced drinks, and the venue has hosted DJ-led events and concerts.",,,,,,,,,(020) 8520 3806,https://walthamstowtradeshall.com/,,,,,,,,,0.78,0.95,0.55,0.6,0,0.7,,0,0.55,0,0,0,,,,,,ok,,"""Walthamstow Trades Hall Club"" E17 London pub",https://walthamstow-trades-hall.menu-world.com/,Walthamstow Trades Hall: A Hidden Gem of Community and Culture in London,https://walthamstowtradeshall.com/,0.9,name_or_location_mismatch,"The page lists two different addresses (61-63 Tower Hamlets Rd, E17 4RQ and 17 Hoe Street, E17 4SB). The content appears to be about the same venue, but the address details conflict.",
E17,E,way,412076101,way/412076101,51.5954164,-0.0417001,Wild Card Brewery & Tap,,,,,,,,"Set in Waltham Forest, this pub-style bar and restaurant sits inside an 18th-century building with a modern, fresh interior. It’s known for freshly drafted beer brewed onsite, plus a full bar of spirits, wines and soft drinks. There’s space for mingling in the lounge and access to an outdoor beer garden, making it a good fit for everything from casual drinks to private celebrations. The venue also offers an onsite catering team that can create a special menu for weddings and other events, with flexible lounge decoration for personal touches.",TRUE,,TRUE,,,,2,Lockwood Way,,,,,,,,,,,0.78,0,0,0,0.86,0,,0,0.78,0,0,0,,,,,,ok,,"""Wild Card Brewery & Tap"" 2 Lockwood Way London pub",https://www.facebook.com/groups/mylondonpubs/posts/700321742147371/,Wild Card Brewery locations in East London - Facebook,,0,,,
E17,E,way,159296346,way/159296346,51.5877776,-0.0204334,Ye Olde Rose and Crown,,,,,,,,"Ye Olde Rose and Crown Theatre Pub is an award-winning theatre pub on Hoe Street in the heart of Walthamstow. It offers an extensive range of beers with a mix of fixed and rotating taps, including local and further afield brewers. The pub’s kitchen is open Monday to Saturday, serving home-cooked food such as Hans On Kitchen Sunday Lunch and food from pop-ups. The page also highlights a friendly community atmosphere, with music and theatre as part of what visitors come for.",,,TRUE,,,,53-55,Hoe Street,+44 20 8509 3880,https://yeolderoseandcrowntheatrepub.co.uk/,,Mo-Th 15:00-23:00, Fr 14:00-01:00, Sa 12:00-01:00, Su 12:00-23:00,,,,0.86,0,0,0,0,0,,0,0.95,0,0,0,ok,,,,,,,,,,,,,,
E18,E,node,12242503,node/12242503,51.5920158,0.0279621,Railway Bell,Greene King,,,,,,,"The Railway Bell in South Woodford is a friendly local pub with honest pricing, serving pub food and a new menu. It offers a range of deals such as Two Mains, Lunch Club, Small Plates, Burger & a Drink, and Sunday roasts. The venue has a beer garden and is described as a historic pub. Sports fans can watch live action with Sky Sports and TNT Sports, and there are bookings for events like the Six Nations and live football. Dogs are welcome, and facilities include WiFi and interactive darts.",TRUE,,TRUE,TRUE,,,,,,https://www.greeneking.co.uk/pubs/greater-london/railway-bell,,,,,,,,,0.86,0,0,0.55,0.95,0,TRUE,0.95,0.95,0.95,0.7,0,ok,,,,,,,,,,,,,,
E18,E,node,1975218592,node/1975218592,51.5944516,0.0240387,Slug and Lettuce,Slug & Lettuce,,,,,,,,,,,,,,184,George Lane,,https://www.slugandlettuce.co.uk/find-a-bar,,,,,,,,,0.72,0,0,0.55,0.2,0,,0,0.55,0,0,0,ok,,,,,,,,,,,,,,
E18,E,way,1060529595,way/1060529595,51.5947249,0.0226302,The George,Stonegate,https://commons.wikimedia.org/wiki/Special:FilePath/The_George_pub%2C_South_Woodford.jpg,,,,,,"George London is a traditional pub in Redbridge (70 High Road, E18 2QL) with a history of over 200 years. During the day it’s described as having good food and beer, then it becomes a lively atmosphere at night. The pub is positioned as a place to watch live sport, with Sky Sports and TNT Sports, and it also lists live music. Food is served daily (12:00 PM–9:00 PM) and there’s a Sunday Roast. Facilities include Wi‑Fi, wheelchair access, accessible toilets, a smoking area, and an outside/beer garden area.",TRUE,TRUE,TRUE,,,,70-74,High Road,+44-20-8532-2441,https://www.greatlocalpubs.co.uk/george-south-woodford,Q27085228,,,,,,,,0.86,0,0.35,0,0.9,0.85,TRUE,0.95,0.95,0,0,0,ok,,,,,,,,,,,,,,
E1W,E,way,425809862,way/425809862,51.503268,-0.0579202,Captain Kidd,,https://commons.wikimedia.org/wiki/Special:FilePath/Captain_Kidd%2C_Wapping_-_geograph.org.uk_-_1475086.jpg,,,,,,"The Captain Kidd is a pub offering pub classics and some lighter dishes, including Sunday lunch “by the river”. It serves Samuel Smith’s beers brewed at the Old Brewery in Tadcaster, with cask Old Brewery Bitter served from oak casks in the pub cellar, plus house wines and spirits. The venue also has beautifully preserved historic function rooms for celebrations and group events. There’s a darts package that includes darts, food and drinks, and sharing boards.",,,TRUE,,TRUE,,108,Wapping High Street,,https://thecaptainkidd.co.uk/,Q28433128,,,,,,,,0.86,0,0,0,0,0,,0,0.9,0,0.85,0,ok,,,,,,,,,,,,,,
E1W,E,node,265664308,node/265664308,51.5067525,-0.0702178,Dickens Inn,,,,,,,,"The Dickens Inn is a historic, dock-side pub in St Katharine Docks, with an original wooden structure preserved and views over the marina towards Tower Bridge and the Shard. It offers classic British food and drinks across the Tavern Bar and Poplars Restaurant, including pub favourites like fish and chips, plus a set lunch at Poplars. The venue also supports weddings and corporate events with three floors of flexible spaces, a private bar, dining room, dance floor space, and a music license until midnight. Dogs are welcomed in the Tavern, and there’s outdoor space including a terrace and flower-bedecked balcony.",TRUE,,TRUE,TRUE,,,,Marble Quay,,https://www.dickensinn.co.uk/,,Mo-Su 12:00-23:00,,,,,,,0.92,0,0,0,0.78,0,,0,0.95,0.9,0,0,ok,,,,,,,,,,,,,,
E1W,E,node,249310455,node/249310455,51.5048793,-0.0573725,Dockers Inn,,,,,,,,"In historical and picturesque Wapping, Dockers Inn is a casual, relaxed pub offering exceptional food. The venue champions a farm-to-table philosophy, using the finest British produce and supporting British producers and suppliers. The page includes links to a Staples Menu and a Sunday Menu, and highlights “Our Food” as sustainable and ingredient-focused. Dockers Inn also offers rooms/guest accommodation, with check-in and check-out dates shown on the page. It provides venue hire enquiries and lists opening hours for Mon–Thu, Fri–Sat, and Sunday.",,,TRUE,,,TRUE,97,Wapping Lane,020 7488 2423,https://dockersinn.co.uk/,,"Mo-Th 12:00-23:00, Fr,Sa 12:00-01:30, Su 12:00-22:30",,,,,,,0.86,0.95,0,0.55,0,0,,0,0.95,0,0,0.9,ok,,,,,,,,,,,,,,
E1W,E,node,278291760,node/278291760,51.5071618,-0.0674954,The Moretown Belle,,,,,,,,,,,TRUE,,TRUE,,5,Thomas More Square,+44 20 7702 0900,https://www.bellepubsandrestaurants.co.uk/moretownbelle,,,,,,,,,0,0,0,0,0,0,TRUE,0,0,0,0,0,ok,,possibly_closed,"The provided markdown shows a generic message: 'Site is not available' and that the domain name is not associated with any active site on the WP Engine platform, so venue details cannot be extracted.",,,,,,,,,,,
E1W,E,way,204148499,way/204148499,51.5070719,-0.0510889,The Prospect of Whitby,Greene King,https://commons.wikimedia.org/wiki/Special:FilePath/Prospect_of_Whitby_(street_view).JPG,,,,,1520,"The Prospect of Whitby is a historic riverside pub in Wapping, built in 1520 and described as the oldest riverside tavern in the country. Set on the edge of the Thames and surrounded by dockland areas, it offers a family-friendly atmosphere with views over the River Thames, including the beer garden and first-floor balcony/terrace. The pub serves freshly cooked traditional pub food, including hand-battered fish and chips and a Sunday roast, alongside a range of cask ales and other beers. It’s also described as dog-friendly, wheelchair accessible, and offers free WiFi. The venue has function rooms available for meetings and parties.",TRUE,,TRUE,TRUE,,,57,Wapping Wall,+44 20 7481 1095,https://www.greeneking.co.uk/pubs/greater-london/prospect-of-whitby,Q3924088,,,,,,,,0.95,0,0.95,0.6,0.95,0,,0.7,0.95,0.95,0,0,ok,,,,,,,,,,,,,,
